ID
1055,2023-09-20T23:49:32.794727,2023-09-20T23:49:33.631722,GREEN MOUNTAINS,NANCY,HEART,PINK GRILL,PINK T-SHIRT,GREEN SWEATER,NONE,BLUE HAIR,0.836995,1695421068.808806
1059,2023-09-20T23:49:33.646563,2023-09-20T23:49:34.428265,PINK STOOP,NANCY,NONE,DRUNK,NONE,GREEN COAT,PURPLE LASER EYES,PURPLE LOOPHEAD,0.781702,1695421068.808806
1063,2023-09-20T23:49:34.443579,2023-09-20T23:49:35.321375,GREEN CITY,NANCY,EARTH,GREEN GRILL,PURPLE STRIPE T-SHIRT,GOLD JACKET,NONE,BLUE LOOPHEAD,0.877796,1695421068.808806
1067,2023-09-20T23:49:35.346101,2023-09-20T23:49:36.186664,PURPLE CITY,NANCY,MUSIC,GREEN GRILL,GREEN PATTERN T-SHIRT,PINK SWEATER,NONE,BLACK HAIR,0.840563,1695421068.808806
1071,2023-09-20T23:49:36.201107,2023-09-20T23:49:37.040693,PURPLE MOON,NANCY,HEART,HAPPY,GOLD LRC T-SHIRT,BLUE JACKET,GREEN SHADES,BLUE LOOPHEAD,0.839586,1695421068.808806
1075,2023-09-20T23:49:37.054668,2023-09-20T23:49:37.992892,GREEN STOOP,NANCY,EARTH,RAINBOW PUKE,GOLD LRC T-SHIRT,GOLD SWEATER,NONE,PINK LOOPHEAD,0.938224,1695421068.808806
1079,2023-09-20T23:49:38.007175,2023-09-20T23:49:38.844613,GREEN APARTMENT,NANCY,NONE,HAPPY,BLUE T-SHIRT,PURPLE JACKET,NONE,RAINBOW LOOPHEAD,0.837438,1695421068.808806
1083,2023-09-20T23:49:38.856320,2023-09-20T23:49:39.727130,RAINBOW APARTMENT,NANCY,HEART,PURPLE GRILL,GREEN PATTERN T-SHIRT,PINK SWAG JACKET,NONE,PURPLE LOOPHEAD,0.87081,1695421068.808806
1087,2023-09-20T23:49:39.741685,2023-09-20T23:49:40.563347,RAINBOW APARTMENT,NANCY,NONE,GOLD GRILL,BLUE STRIPE T-SHIRT,PURPLE SWAG JACKET,NONE,PINK LOOPHEAD,0.821662,1695421068.808806
1091,2023-09-20T23:49:40.574352,2023-09-20T23:49:41.485355,PURPLE STOOP,NANCY,EARTH,TONGUE OUT,BLUE PATTERN T-SHIRT,GOLD COAT,NONE,PINK HAIR,0.911003,1695421068.808806
1096,2023-09-20T23:49:41.532608,2023-09-20T23:49:42.444665,BLUE MOON,NANCY,MUSIC,TONGUE OUT,BLUE PATTERN T-SHIRT,GREEN SWAG JACKET,NONE,PURPLE HAIR,0.912057,1695421068.808806
1100,2023-09-20T23:49:42.480480,2023-09-20T23:49:43.300328,RAINBOW MOUNTAINS,NANCY,NONE,GOLD GRILL,PINK STRIPE T-SHIRT,RAINBOW COAT,BLUE RAINBOW SHADES,PINK HAIR,0.819848,1695421068.808806
1103,2023-09-20T23:49:43.370043,2023-09-20T23:49:44.158141,BLUE APARTMENT,NANCY,HEART,HAPPY,PURPLE T-SHIRT,BLUE SWAG JACKET,GREEN SHADES,PURPLE HAIR,0.788098,1695421068.808806
1107,2023-09-20T23:49:44.170411,2023-09-20T23:49:45.034007,BLUE APARTMENT,NANCY,MUSIC,PINK GRILL,PINK PATTERN T-SHIRT,GOLD COAT,NONE,PURPLE LOOPHEAD,0.863596,1695421068.808806
7,2023-09-20T23:45:45.804075,2023-09-20T23:45:46.762681,PINK MOUNTAINS,NANCY,MUSIC,DRUNK,GOLD LRC T-SHIRT,BLUE SWAG JACKET,PURPLE RAINBOW SHADES,BLACK HAIR,0.958606,1695424243.7873728
10,2023-09-20T23:45:46.777689,2023-09-20T23:45:47.659369,GREEN CITY,NANCY,MUSIC,GREEN GRILL,GOLD PATTERN T-SHIRT,BLUE SWAG JACKET,NONE,BLACK HAIR,0.88168,1695424243.7873728
14,2023-09-20T23:45:47.671240,2023-09-20T23:45:48.523796,GREEN CITY,NANCY,NONE,RAINBOW PUKE,PINK PATTERN T-SHIRT,RAINBOW COAT,NONE,RAINBOW LOOPHEAD,0.852556,1695424243.7873728
19,2023-09-20T23:45:48.558133,2023-09-20T23:45:49.445693,BLUE CITY,NANCY,EARTH,GREEN GRILL,PINK STRIPE T-SHIRT,RAINBOW SWEATER,GREEN LASER EYES,BLACK HAIR,0.88756,1695424243.7873728
22,2023-09-20T23:45:49.459314,2023-09-20T23:45:50.351547,RAINBOW MOUNTAINS,NANCY,EARTH,PURPLE GRILL,PINK PATTERN T-SHIRT,GREEN SWEATER,NONE,GREEN HAIR,0.892233,1695424243.7873728
26,2023-09-20T23:45:50.363757,2023-09-20T23:45:51.378297,BLUE APARTMENT,NANCY,EARTH,TONGUE OUT,BLUE STRIPE T-SHIRT,RAINBOW COAT,NONE,RAINBOW LOOPHEAD,1.01454,1695424243.7873728
30,2023-09-20T23:45:51.396929,2023-09-20T23:45:52.303151,RAINBOW MOON,NANCY,HEART,PURPLE GRILL,GOLD PATTERN T-SHIRT,PINK SWAG JACKET,NONE,BLUE LOOPHEAD,0.906222,1695424243.7873728
34,2023-09-20T23:45:52.319158,2023-09-20T23:45:53.294560,GREEN APARTMENT,NANCY,MUSIC,PURPLE GRILL,PINK PATTERN T-SHIRT,PINK JACKET,GREEN LASER EYES,PURPLE LOOPHEAD,0.975402,1695424243.7873728
39,2023-09-20T23:45:53.307117,2023-09-20T23:45:54.202568,BLUE APARTMENT,NANCY,EARTH,RAINBOW PUKE,GREEN PATTERN T-SHIRT,PINK COAT,BLUE SHADES,GREEN HAIR,0.895451,1695424243.7873728
44,2023-09-20T23:45:54.216438,2023-09-20T23:45:54.975301,GREEN CITY,NANCY,HEART,GREEN GRILL,GREEN PATTERN T-SHIRT,RAINBOW SWEATER,NONE,PINK HAIR,0.758863,1695424243.7873728
46,2023-09-20T23:45:55.036816,2023-09-20T23:45:56.003168,PURPLE STOOP,NANCY,NONE,ANGRY,GREEN STRIPE T-SHIRT,PINK SWAG JACKET,NONE,RAINBOW HAIR,0.966352,1695424243.7873728
52,2023-09-20T23:45:56.017240,2023-09-20T23:45:56.893272,PINK MOUNTAINS,NANCY,EARTH,PINK GRILL,PINK PATTERN T-SHIRT,GREEN JACKET,NONE,RAINBOW LOOPHEAD,0.876032,1695424243.7873728
55,2023-09-20T23:45:56.905275,2023-09-20T23:45:57.790936,RAINBOW CITY,NANCY,HEART,PINK GRILL,PINK T-SHIRT,GOLD SWEATER,NONE,GREEN LOOPHEAD,0.885661,1695424243.7873728
59,2023-09-20T23:45:57.802789,2023-09-20T23:45:58.686776,DARK GREEN CITY,DARK NANCY,NONE,PURPLE GRILL,NONE,DARK GREEN COAT,NONE,DARK GREEN HAIR,0.883987,1695424243.7873728
64,2023-09-20T23:45:58.700781,2023-09-20T23:45:59.574938,GREEN CITY,NANCY,EARTH,TONGUE OUT,BLUE PATTERN T-SHIRT,BLUE JACKET,PURPLE SHADES,BLUE LOOPHEAD,0.874157,1695424243.7873728
68,2023-09-20T23:45:59.586306,2023-09-20T23:46:00.386035,PINK MOUNTAINS,NANCY,NONE,GOLD GRILL,GREEN T-SHIRT,RAINBOW SWEATER,RAINBOW LASER EYES,BLUE LOOPHEAD,0.799729,1695424243.7873728
71,2023-09-20T23:46:00.400037,2023-09-20T23:46:01.267662,PURPLE STOOP,NANCY,NONE,HAPPY,GREEN T-SHIRT,PURPLE JACKET,NONE,PINK HAIR,0.867625,1695424243.7873728
75,2023-09-20T23:46:01.283672,2023-09-20T23:46:02.106745,RAINBOW APARTMENT,NANCY,MUSIC,GREEN GRILL,BLUE PATTERN T-SHIRT,GREEN COAT,NONE,PURPLE LOOPHEAD,0.823073,1695424243.7873728
79,2023-09-20T23:46:02.119750,2023-09-20T23:46:02.917699,PINK APARTMENT,NANCY,NONE,HAPPY,GREEN STRIPE T-SHIRT,PINK JACKET,NONE,RAINBOW LOOPHEAD,0.797949,1695424243.7873728
83,2023-09-20T23:46:02.930453,2023-09-20T23:46:03.777157,RAINBOW CITY,NANCY,MUSIC,PURPLE GRILL,GREEN PATTERN T-SHIRT,GOLD JACKET,NONE,BLACK HAIR,0.846704,1695424243.7873728
87,2023-09-20T23:46:03.799550,2023-09-20T23:46:04.625326,BLUE APARTMENT,NANCY,EARTH,SAD,GOLD PATTERN T-SHIRT,GOLD COAT,NONE,PINK LOOPHEAD,0.825776,1695424243.7873728
91,2023-09-20T23:46:04.637308,2023-09-20T23:46:05.449247,GREEN APARTMENT,NANCY,NONE,DRUNK,PINK PATTERN T-SHIRT,GREEN SWAG JACKET,NONE,BLACK HAIR,0.811939,1695424243.7873728
95,2023-09-20T23:46:05.462250,2023-09-20T23:46:06.234155,PURPLE MOON,NANCY,NONE,DRUNK,PURPLE PATTERN T-SHIRT,BLUE JACKET,NONE,BLUE HAIR,0.771905,1695424243.7873728
99,2023-09-20T23:46:06.294033,2023-09-20T23:46:07.119074,PURPLE MOON,NANCY,NONE,ANGRY,NONE,GREEN SWEATER,BLUE RAINBOW SHADES,PINK LOOPHEAD,0.825041,1695424243.7873728
103,2023-09-20T23:46:07.154531,2023-09-20T23:46:07.990459,GREEN STOOP,NANCY,MUSIC,SAD,PURPLE T-SHIRT,BLUE JACKET,PINK LASER EYES,RAINBOW HAIR,0.835928,1695424243.7873728
107,2023-09-20T23:46:08.009327,2023-09-20T23:46:08.780940,DARK PURPLE APARTMENT,DARK NANCY,MUSIC,DARK PUKE,DARK PURPLE LRC T-SHIRT,NONE,GREEN LASER EYES,DARK PURPLE LOOPHEAD,0.771613,1695424243.7873728
111,2023-09-20T23:46:08.792943,2023-09-20T23:46:09.285416,DAY SKY,NANCY,NONE,HAPPY,WHITE GM T-SHIRT,NONE,NONE,SUNRISE LOOPHEAD,0.492473,1695424243.7873728
114,2023-09-20T23:46:09.292938,2023-09-20T23:46:10.210252,PURPLE MOON,NANCY,NONE,SAD,PURPLE STRIPE T-SHIRT,RAINBOW SWAG JACKET,NONE,GREEN LOOPHEAD,0.917314,1695424243.7873728
118,2023-09-20T23:46:10.225258,2023-09-20T23:46:11.030394,RAINBOW MOUNTAINS,NANCY,EARTH,GOLD GRILL,BLUE STRIPE T-SHIRT,BLUE COAT,BLUE SHADES,GREEN LOOPHEAD,0.805136,1695424243.7873728
122,2023-09-20T23:46:11.042653,2023-09-20T23:46:11.847205,PURPLE MOON,NANCY,MUSIC,DRUNK,BLUE T-SHIRT,NONE,RAINBOW LASER EYES,RAINBOW LOOPHEAD,0.804552,1695424243.7873728
126,2023-09-20T23:46:11.861849,2023-09-20T23:46:12.783716,PINK APARTMENT,NANCY,MUSIC,ANGRY,GREEN T-SHIRT,PURPLE COAT,GREEN LASER EYES,PURPLE HAIR,0.921867,1695424243.7873728
128,2023-09-20T23:46:12.795720,2023-09-20T23:46:13.596023,GREEN STOOP,NANCY,MUSIC,RAINBOW PUKE,GOLD LRC T-SHIRT,RAINBOW SWEATER,RAINBOW LASER EYES,BLACK HAIR,0.800303,1695424243.7873728
132,2023-09-20T23:46:13.606660,2023-09-20T23:46:14.421538,GREEN MOUNTAINS,NANCY,NONE,GOLD GRILL,PINK T-SHIRT,GOLD SWEATER,BLUE RAINBOW SHADES,PINK HAIR,0.814878,1695424243.7873728
136,2023-09-20T23:46:14.436815,2023-09-20T23:46:15.321983,BLUE STOOP,NANCY,MUSIC,PINK GRILL,BLUE PATTERN T-SHIRT,GOLD JACKET,BLUE SHADES,PINK LOOPHEAD,0.885168,1695424243.7873728
141,2023-09-20T23:46:15.349253,2023-09-20T23:46:16.171510,PURPLE STOOP,NANCY,MUSIC,HAPPY,GOLD LRC T-SHIRT,GREEN SWAG JACKET,RAINBOW LASER EYES,BLACK HAIR,0.822257,1695424243.7873728
144,2023-09-20T23:46:16.183270,2023-09-20T23:46:17.089503,RAINBOW CITY,NANCY,HEART,SAD,BLUE PATTERN T-SHIRT,RAINBOW SWAG JACKET,NONE,PINK HAIR,0.906233,1695424243.7873728
149,2023-09-20T23:46:17.139616,2023-09-20T23:46:18.064161,PURPLE CITY,NANCY,HEART,GOLD GRILL,BLUE STRIPE T-SHIRT,PINK SWEATER,NONE,RAINBOW LOOPHEAD,0.924545,1695424243.7873728
153,2023-09-20T23:46:18.080165,2023-09-20T23:46:18.927462,PURPLE CITY,NANCY,MUSIC,TONGUE OUT,GOLD LRC T-SHIRT,PINK COAT,GREEN SHADES,BLUE LOOPHEAD,0.847297,1695424243.7873728
157,2023-09-20T23:46:18.973508,2023-09-20T23:46:19.837076,BLUE STOOP,NANCY,NONE,ANGRY,PURPLE T-SHIRT,RAINBOW JACKET,GOLD SHADES,GREEN HAIR,0.863568,1695424243.7873728
161,2023-09-20T23:46:19.848994,2023-09-20T23:46:20.671728,PINK CITY,NANCY,EARTH,PURPLE GRILL,PURPLE STRIPE T-SHIRT,PINK SWAG JACKET,GREEN RAINBOW SHADES,BLUE HAIR,0.822734,1695424243.7873728
165,2023-09-20T23:46:20.697980,2023-09-20T23:46:21.479061,PINK STOOP,NANCY,HEART,DRUNK,GREEN STRIPE T-SHIRT,PURPLE COAT,PURPLE LASER EYES,PURPLE LOOPHEAD,0.781081,1695424243.7873728
169,2023-09-20T23:46:21.558303,2023-09-20T23:46:21.985401,POLICE LINEUP WALL,NANCY,NONE YET,SURPRISED,WHITE T-SHIRT,ORANGE JUMPSUIT,RED,BLACK BEANIE,0.427098,1695424243.7873728
172,2023-09-20T23:46:21.995407,2023-09-20T23:46:22.907889,PINK APARTMENT,NANCY,MUSIC,DRUNK,GREEN STRIPE T-SHIRT,PURPLE COAT,NONE,BLACK HAIR,0.912482,1695424243.7873728
176,2023-09-20T23:46:22.944104,2023-09-20T23:46:23.892067,PINK MOUNTAINS,NANCY,EARTH,PURPLE GRILL,PINK PATTERN T-SHIRT,BLUE COAT,GREEN RAINBOW SHADES,RAINBOW HAIR,0.947963,1695424243.7873728
180,2023-09-20T23:46:23.906334,2023-09-20T23:46:24.742249,RAINBOW CITY,NANCY,MUSIC,PINK GRILL,PURPLE STRIPE T-SHIRT,BLUE JACKET,BLUE SHADES,PINK HAIR,0.835915,1695424243.7873728
184,2023-09-20T23:46:24.764546,2023-09-20T23:46:25.618875,BLUE MOON,NANCY,EARTH,SAD,GOLD PATTERN T-SHIRT,GREEN JACKET,PINK LASER EYES,PINK LOOPHEAD,0.854329,1695424243.7873728
188,2023-09-20T23:46:25.643095,2023-09-20T23:46:26.431049,GREEN MOON,NANCY,MUSIC,GREEN GRILL,PINK STRIPE T-SHIRT,GOLD SWAG JACKET,NONE,PURPLE LOOPHEAD,0.787954,1695424243.7873728
192,2023-09-20T23:46:26.471259,2023-09-20T23:46:27.415890,BLUE APARTMENT,NANCY,EARTH,GOLD GRILL,GREEN PATTERN T-SHIRT,GOLD JACKET,BLUE RAINBOW SHADES,GREEN LOOPHEAD,0.944631,1695424243.7873728
197,2023-09-20T23:46:27.426893,2023-09-20T23:46:28.277105,RAINBOW CITY,NANCY,HEART,ANGRY,PURPLE STRIPE T-SHIRT,PINK SWEATER,PINK RAINBOW SHADES,GREEN LOOPHEAD,0.850212,1695424243.7873728
201,2023-09-20T23:46:28.333892,2023-09-20T23:46:29.192495,PINK MOON,NANCY,MUSIC,ANGRY,PURPLE PATTERN T-SHIRT,RAINBOW SWEATER,NONE,RAINBOW LOOPHEAD,0.858603,1695424243.7873728
205,2023-09-20T23:46:29.206129,2023-09-20T23:46:30.044551,GREEN CITY,NANCY,HEART,TONGUE OUT,BLUE PATTERN T-SHIRT,RAINBOW JACKET,NONE,PURPLE HAIR,0.838422,1695424243.7873728
208,2023-09-20T23:46:30.078087,2023-09-20T23:46:30.970057,PURPLE STOOP,NANCY,MUSIC,SAD,GREEN PATTERN T-SHIRT,GREEN SWEATER,BLUE SHADES,BLUE HAIR,0.89197,1695424243.7873728
212,2023-09-20T23:46:30.983334,2023-09-20T23:46:31.812422,RAINBOW STOOP,NANCY,HEART,RAINBOW PUKE,GREEN T-SHIRT,GREEN JACKET,NONE,GREEN LOOPHEAD,0.829088,1695424243.7873728
217,2023-09-20T23:46:31.875177,2023-09-20T23:46:32.689849,PURPLE MOON,NANCY,HEART,TONGUE OUT,BLUE T-SHIRT,PINK COAT,NONE,PINK HAIR,0.814672,1695424243.7873728
220,2023-09-20T23:46:32.744577,2023-09-20T23:46:33.619395,PURPLE MOUNTAINS,NANCY,NONE,DRUNK,PURPLE T-SHIRT,PURPLE SWAG JACKET,PINK LASER EYES,BLUE LOOPHEAD,0.874818,1695424243.7873728
225,2023-09-20T23:46:33.652448,2023-09-20T23:46:34.469401,GREEN MOUNTAINS,NANCY,EARTH,GREEN GRILL,PURPLE PATTERN T-SHIRT,PINK COAT,GREEN LASER EYES,PINK LOOPHEAD,0.816953,1695424243.7873728
228,2023-09-20T23:46:34.496049,2023-09-20T23:46:35.322627,PINK MOON,NANCY,HEART,RAINBOW PUKE,BLUE STRIPE T-SHIRT,BLUE SWAG JACKET,BLUE LASER EYES,PURPLE HAIR,0.826578,1695424243.7873728
232,2023-09-20T23:46:35.336636,2023-09-20T23:46:36.267825,PURPLE APARTMENT,NANCY,MUSIC,GREEN GRILL,GOLD LRC T-SHIRT,BLUE SWEATER,RAINBOW LASER EYES,RAINBOW HAIR,0.931189,1695424243.7873728
236,2023-09-20T23:46:36.279388,2023-09-20T23:46:37.021427,BLUE STOOP,NANCY,MUSIC,SAD,PINK T-SHIRT,BLUE SWAG JACKET,NONE,PINK HAIR,0.742039,1695424243.7873728
240,2023-09-20T23:46:37.032911,2023-09-20T23:46:37.850129,RAINBOW APARTMENT,NANCY,HEART,SAD,PURPLE STRIPE T-SHIRT,GOLD SWAG JACKET,BLUE RAINBOW SHADES,GREEN LOOPHEAD,0.817218,1695424243.7873728
244,2023-09-20T23:46:37.862465,2023-09-20T23:46:38.755114,RAINBOW MOUNTAINS,NANCY,MUSIC,HAPPY,PURPLE STRIPE T-SHIRT,PINK JACKET,PURPLE SHADES,GREEN HAIR,0.892649,1695424243.7873728
248,2023-09-20T23:46:38.767117,2023-09-20T23:46:39.577303,BLUE CITY,NANCY,EARTH,ANGRY,PURPLE T-SHIRT,BLUE JACKET,GREEN RAINBOW SHADES,GREEN LOOPHEAD,0.810186,1695424243.7873728
252,2023-09-20T23:46:39.592371,2023-09-20T23:46:40.427200,PURPLE APARTMENT,NANCY,EARTH,TONGUE OUT,GOLD LRC T-SHIRT,GOLD COAT,GREEN LASER EYES,RAINBOW LOOPHEAD,0.834829,1695424243.7873728
256,2023-09-20T23:46:40.440516,2023-09-20T23:46:41.316528,PINK MOON,NANCY,MUSIC,SAD,PURPLE T-SHIRT,RAINBOW SWAG JACKET,NONE,RAINBOW HAIR,0.876012,1695424243.7873728
260,2023-09-20T23:46:41.330535,2023-09-20T23:46:42.135067,GREEN STOOP,NANCY,MUSIC,BLUE GRILL,PINK T-SHIRT,PINK SWEATER,NONE,PINK LOOPHEAD,0.804532,1695424243.7873728
264,2023-09-20T23:46:42.154349,2023-09-20T23:46:43.016819,RAINBOW CITY,NANCY,NONE,BLUE GRILL,PURPLE PATTERN T-SHIRT,PURPLE JACKET,BLUE LASER EYES,BLUE LOOPHEAD,0.86247,1695424243.7873728
268,2023-09-20T23:46:43.036067,2023-09-20T23:46:43.906674,RAINBOW MOON,NANCY,NONE,ANGRY,BLUE PATTERN T-SHIRT,PURPLE SWAG JACKET,GOLD SHADES,GREEN LOOPHEAD,0.870607,1695424243.7873728
273,2023-09-20T23:46:43.955230,2023-09-20T23:46:44.822221,GREEN MOUNTAINS,NANCY,MUSIC,ANGRY,GOLD PATTERN T-SHIRT,GOLD COAT,NONE,RAINBOW HAIR,0.866991,1695424243.7873728
277,2023-09-20T23:46:44.873141,2023-09-20T23:46:45.673877,RAINBOW STOOP,NANCY,EARTH,ANGRY,PURPLE T-SHIRT,PINK JACKET,BLUE RAINBOW SHADES,PINK HAIR,0.800736,1695424243.7873728
281,2023-09-20T23:46:45.749480,2023-09-20T23:46:46.652504,BLUE MOUNTAINS,NANCY,EARTH,TONGUE OUT,GREEN PATTERN T-SHIRT,PINK SWAG JACKET,BLUE LASER EYES,GREEN HAIR,0.903024,1695424243.7873728
285,2023-09-20T23:46:46.680297,2023-09-20T23:46:47.531289,GREEN STOOP,NANCY,NONE,DRUNK,GREEN T-SHIRT,RAINBOW JACKET,GREEN LASER EYES,PURPLE HAIR,0.850992,1695424243.7873728
289,2023-09-20T23:46:47.560380,2023-09-20T23:46:48.328561,PURPLE MOON,NANCY,EARTH,TONGUE OUT,BLUE PATTERN T-SHIRT,GOLD COAT,PINK RAINBOW SHADES,BLUE HAIR,0.768181,1695424243.7873728
293,2023-09-20T23:46:48.403496,2023-09-20T23:46:49.317449,GOLD CITY,GOLD NANCY,EARTH,GOLD DRUNK,NONE,GOLD SWEATER,BLUE LASER EYES,ONLY RAINBOW HAIR,0.913953,1695424243.7873728
297,2023-09-20T23:46:49.333766,2023-09-20T23:46:50.192962,BLUE CITY,NANCY,HEART,BLUE GRILL,GREEN STRIPE T-SHIRT,BLUE SWAG JACKET,NONE,PURPLE LOOPHEAD,0.859196,1695424243.7873728
301,2023-09-20T23:46:50.223238,2023-09-20T23:46:51.071148,PINK MOON,NANCY,EARTH,BLUE GRILL,PURPLE PATTERN T-SHIRT,BLUE SWAG JACKET,GREEN LASER EYES,BLUE LOOPHEAD,0.84791,1695424243.7873728
306,2023-09-20T23:46:51.099996,2023-09-20T23:46:51.950986,BLUE CITY,NANCY,HEART,BLUE GRILL,PINK PATTERN T-SHIRT,GREEN SWAG JACKET,PURPLE SHADES,GREEN HAIR,0.85099,1695424243.7873728
310,2023-09-20T23:46:51.982290,2023-09-20T23:46:52.854170,BLUE CITY,NANCY,HEART,PINK GRILL,BLUE T-SHIRT,BLUE COAT,BLUE SHADES,PURPLE HAIR,0.87188,1695424243.7873728
313,2023-09-20T23:46:52.887431,2023-09-20T23:46:53.693187,RAINBOW CITY,NANCY,NONE,HAPPY,BLUE PATTERN T-SHIRT,GOLD JACKET,PURPLE LASER EYES,PINK HAIR,0.805756,1695424243.7873728
317,2023-09-20T23:46:53.749869,2023-09-20T23:46:54.555655,RAINBOW APARTMENT,NANCY,EARTH,DRUNK,PINK STRIPE T-SHIRT,RAINBOW JACKET,NONE,GREEN HAIR,0.805786,1695424243.7873728
321,2023-09-20T23:46:54.644117,2023-09-20T23:46:55.495263,PINK MOUNTAINS,NANCY,EARTH,ANGRY,PURPLE STRIPE T-SHIRT,PURPLE SWAG JACKET,PINK RAINBOW SHADES,BLUE LOOPHEAD,0.851146,1695424243.7873728
326,2023-09-20T23:46:55.508271,2023-09-20T23:46:56.333906,RAINBOW MOUNTAINS,NANCY,NONE,BLUE GRILL,BLUE T-SHIRT,GREEN COAT,NONE,BLUE HAIR,0.825635,1695424243.7873728
330,2023-09-20T23:46:56.368930,2023-09-20T23:46:57.228392,PINK APARTMENT,NANCY,EARTH,RAINBOW PUKE,PURPLE STRIPE T-SHIRT,GOLD JACKET,NONE,BLUE LOOPHEAD,0.859462,1695424243.7873728
333,2023-09-20T23:46:57.257318,2023-09-20T23:46:57.800540,PURPLE SPACE,NANCY,NONE,NEUTRAL,PURPLE LOOPRING RINGER T-SHIRT,NONE,NONE,HANDHELD GAME LOOPHEAD,0.543222,1695424243.7873728
337,2023-09-20T23:46:57.810641,2023-09-20T23:46:58.656150,RAINBOW MOON,NANCY,EARTH,BLUE GRILL,BLUE PATTERN T-SHIRT,GREEN SWAG JACKET,GREEN SHADES,GREEN HAIR,0.845509,1695424243.7873728
341,2023-09-20T23:46:58.669158,2023-09-20T23:46:59.522003,PINK MOON,NANCY,NONE,ANGRY,PINK PATTERN T-SHIRT,NONE,NONE,BLACK HAIR,0.852845,1695424243.7873728
345,2023-09-20T23:46:59.534001,2023-09-20T23:47:00.419680,GREEN MOUNTAINS,NANCY,HEART,PINK GRILL,PINK T-SHIRT,GOLD COAT,NONE,PURPLE HAIR,0.885679,1695424243.7873728
349,2023-09-20T23:47:00.435926,2023-09-20T23:47:01.264955,PURPLE MOON,NANCY,NONE,SAD,BLUE T-SHIRT,RAINBOW JACKET,NONE,GREEN LOOPHEAD,0.829029,1695424243.7873728
353,2023-09-20T23:47:01.280904,2023-09-20T23:47:02.115776,RAINBOW MOON,NANCY,MUSIC,PINK GRILL,PINK PATTERN T-SHIRT,GOLD SWEATER,NONE,BLUE HAIR,0.834872,1695424243.7873728
357,2023-09-20T23:47:02.132204,2023-09-20T23:47:03.017590,GREEN CITY,NANCY,HEART,HAPPY,GOLD PATTERN T-SHIRT,NONE,NONE,BLUE LOOPHEAD,0.885386,1695424243.7873728
361,2023-09-20T23:47:03.032669,2023-09-20T23:47:03.864046,RAINBOW APARTMENT,NANCY,NONE,DRUNK,BLUE T-SHIRT,GOLD JACKET,NONE,GREEN LOOPHEAD,0.831377,1695424243.7873728
365,2023-09-20T23:47:03.875302,2023-09-20T23:47:04.726469,RAINBOW MOUNTAINS,NANCY,HEART,BLUE GRILL,BLUE STRIPE T-SHIRT,PINK JACKET,NONE,PURPLE HAIR,0.851167,1695424243.7873728
369,2023-09-20T23:47:04.741189,2023-09-20T23:47:05.275918,SPACE WITH MOON,NANCY,NONE,HAPPY,THERMAL GARMENT,BLACK SPACE SUIT,POWER TO THE PLAYERS VISOR,BLACK HAIR,0.534729,1695424243.7873728
371,2023-09-20T23:47:05.291921,2023-09-20T23:47:06.096919,RAINBOW CITY,NANCY,MUSIC,HAPPY,BLUE T-SHIRT,GREEN COAT,NONE,BLUE HAIR,0.804998,1695424243.7873728
375,2023-09-20T23:47:06.109923,2023-09-20T23:47:06.871308,PINK STOOP,NANCY,EARTH,HAPPY,PURPLE T-SHIRT,NONE,RAINBOW LASER EYES,GREEN LOOPHEAD,0.761385,1695424243.7873728
379,2023-09-20T23:47:06.883522,2023-09-20T23:47:07.682344,PURPLE CITY,NANCY,EARTH,ANGRY,PINK PATTERN T-SHIRT,PINK JACKET,NONE,BLACK HAIR,0.798822,1695424243.7873728
383,2023-09-20T23:47:07.738793,2023-09-20T23:47:08.552180,GREEN MOUNTAINS,NANCY,NONE,SAD,PINK STRIPE T-SHIRT,GREEN SWEATER,PURPLE SHADES,PINK LOOPHEAD,0.813387,1695424243.7873728
387,2023-09-20T23:47:08.569730,2023-09-20T23:47:09.421781,DARK GREEN MOON,DARK NANCY,EARTH,GREEN GRILL,DARK GREEN LRC T-SHIRT,DARK GREEN COAT,GREEN LASER EYES,DARK GREEN HAIR,0.852051,1695424243.7873728
391,2023-09-20T23:47:09.480861,2023-09-20T23:47:10.282001,PURPLE STOOP,NANCY,MUSIC,PINK GRILL,PINK STRIPE T-SHIRT,GREEN COAT,PURPLE RAINBOW SHADES,RAINBOW HAIR,0.80114,1695424243.7873728
395,2023-09-20T23:47:10.297537,2023-09-20T23:47:11.108215,BLUE APARTMENT,NANCY,MUSIC,HAPPY,GREEN PATTERN T-SHIRT,BLUE SWEATER,PURPLE SHADES,GREEN LOOPHEAD,0.810678,1695424243.7873728
399,2023-09-20T23:47:11.124441,2023-09-20T23:47:11.960314,GOLD MOUNTAINS,GOLD NANCY,NONE,GOLD TONGUE OUT,NONE,GOLD SWEATER,PINK LASER EYES,NONE,0.835873,1695424243.7873728
403,2023-09-20T23:47:11.976501,2023-09-20T23:47:12.808279,BLUE CITY,NANCY,HEART,PURPLE GRILL,PINK T-SHIRT,PINK JACKET,NONE,PINK LOOPHEAD,0.831778,1695424243.7873728
406,2023-09-20T23:47:12.822836,2023-09-20T23:47:13.748631,PURPLE APARTMENT,NANCY,MUSIC,GOLD GRILL,PINK T-SHIRT,PINK SWAG JACKET,BLUE SHADES,GREEN LOOPHEAD,0.925795,1695424243.7873728
