ID
1086,2023-09-20T23:49:39.500779,2023-09-20T23:49:40.247668,PINK APARTMENT,NANCY,EARTH,RAINBOW PUKE,PURPLE T-SHIRT,BLUE SWAG JACKET,NONE,BLUE LOOPHEAD,0.746889,1695424243.7873728
1090,2023-09-20T23:49:40.271392,2023-09-20T23:49:41.145510,GOLD CITY,GOLD NANCY,NONE,GOLD GRILL,NONE,GOLD JACKET,PINK LASER EYES,ONLY RAINBOW HAIR,0.874118,1695424243.7873728
1094,2023-09-20T23:49:41.160096,2023-09-20T23:49:41.970135,PURPLE MOON,NANCY,HEART,PURPLE GRILL,PURPLE PATTERN T-SHIRT,GREEN JACKET,NONE,PINK HAIR,0.810039,1695424243.7873728
1098,2023-09-20T23:49:41.999199,2023-09-20T23:49:42.808633,GOLD MOUNTAINS,GOLD NANCY,EARTH,GOLD RAINBOW PUKE,NONE,GOLD SWAG JACKET,PINK LASER EYES,NONE,0.809434,1695424243.7873728
1102,2023-09-20T23:49:42.884391,2023-09-20T23:49:43.701803,PURPLE MOUNTAINS,NANCY,NONE,PURPLE GRILL,BLUE T-SHIRT,PINK SWAG JACKET,PINK RAINBOW SHADES,PINK HAIR,0.817412,1695424243.7873728
1106,2023-09-20T23:49:43.763115,2023-09-20T23:49:44.482791,RAINBOW APARTMENT,NANCY,HEART,HAPPY,PINK PATTERN T-SHIRT,BLUE SWEATER,NONE,GREEN HAIR,0.719676,1695424243.7873728
1110,2023-09-20T23:49:44.499668,2023-09-20T23:49:45.418557,BLUE CITY,NANCY,MUSIC,TONGUE OUT,BLUE STRIPE T-SHIRT,PURPLE COAT,BLUE LASER EYES,PINK LOOPHEAD,0.918889,1695424243.7873728
6,2023-09-20T23:45:45.780418,2023-09-20T23:45:46.783549,BLUE MOUNTAINS,NANCY,NONE,PURPLE GRILL,PURPLE T-SHIRT,BLUE COAT,NONE,RAINBOW LOOPHEAD,1.003131,1695424361.7853723
11,2023-09-20T23:45:46.795419,2023-09-20T23:45:47.693559,RAINBOW MOUNTAINS,NANCY,MUSIC,TONGUE OUT,GREEN PATTERN T-SHIRT,PINK SWAG JACKET,GREEN SHADES,PINK LOOPHEAD,0.89814,1695424361.7853723
16,2023-09-20T23:45:47.717568,2023-09-20T23:45:48.524795,DARK GREEN CITY,DARK NANCY,NONE,NONE,DARK GREEN SWAG T-SHIRT,DARK PURPLE COAT,NONE,DARK GREEN HAIR,0.807227,1695424361.7853723
18,2023-09-20T23:45:48.556133,2023-09-20T23:45:49.463315,GOLD CITY,GOLD NANCY,HEART,GOLD TONGUE OUT,NONE,NONE,GOLD SHADES,ONLY RAINBOW HAIR,0.907182,1695424361.7853723
23,2023-09-20T23:45:49.476613,2023-09-20T23:45:50.368758,GREEN MOON,NANCY,HEART,DRUNK,BLUE T-SHIRT,GREEN COAT,NONE,BLUE LOOPHEAD,0.892145,1695424361.7853723
27,2023-09-20T23:45:50.381776,2023-09-20T23:45:51.396929,GREEN MOUNTAINS,NANCY,MUSIC,TONGUE OUT,GOLD LRC T-SHIRT,PURPLE COAT,GOLD SHADES,PINK LOOPHEAD,1.015153,1695424361.7853723
31,2023-09-20T23:45:51.410931,2023-09-20T23:45:52.326541,BLUE CITY,NANCY,EARTH,TONGUE OUT,PURPLE T-SHIRT,GOLD JACKET,NONE,GREEN LOOPHEAD,0.91561,1695424361.7853723
35,2023-09-20T23:45:52.340545,2023-09-20T23:45:53.223383,GREEN STOOP,NANCY,MUSIC,GOLD GRILL,GOLD LRC T-SHIRT,BLUE SWEATER,NONE,RAINBOW LOOPHEAD,0.882838,1695424361.7853723
38,2023-09-20T23:45:53.239387,2023-09-20T23:45:54.185766,PINK MOON,NANCY,NONE,BLUE GRILL,PINK STRIPE T-SHIRT,GOLD COAT,PINK SHADES,GREEN HAIR,0.946379,1695424361.7853723
43,2023-09-20T23:45:54.201199,2023-09-20T23:45:55.037812,RAINBOW STOOP,NANCY,NONE,SAD,GOLD LRC T-SHIRT,BLUE SWAG JACKET,NONE,GREEN HAIR,0.836613,1695424361.7853723
47,2023-09-20T23:45:55.062202,2023-09-20T23:45:55.928248,GREEN APARTMENT,NANCY,NONE,ANGRY,GREEN T-SHIRT,PURPLE SWEATER,BLUE RAINBOW SHADES,BLACK HAIR,0.866046,1695424361.7853723
50,2023-09-20T23:45:55.941338,2023-09-20T23:45:56.798200,PINK STOOP,NANCY,EARTH,HAPPY,GOLD LRC T-SHIRT,GOLD SWAG JACKET,NONE,PURPLE HAIR,0.856862,1695424361.7853723
54,2023-09-20T23:45:56.821211,2023-09-20T23:45:57.675753,GREEN MOON,NANCY,HEART,SAD,GOLD PATTERN T-SHIRT,PINK SWEATER,PURPLE SHADES,PURPLE HAIR,0.854542,1695424361.7853723
58,2023-09-20T23:45:57.687756,2023-09-20T23:45:58.545900,GREEN APARTMENT,NANCY,HEART,PINK GRILL,PINK PATTERN T-SHIRT,GREEN SWEATER,NONE,RAINBOW LOOPHEAD,0.858144,1695424361.7853723
62,2023-09-20T23:45:58.556905,2023-09-20T23:45:59.440174,BLUE MOUNTAINS,NANCY,MUSIC,SAD,PURPLE T-SHIRT,PINK SWAG JACKET,PINK LASER EYES,GREEN HAIR,0.883269,1695424361.7853723
66,2023-09-20T23:45:59.451406,2023-09-20T23:46:00.276803,BLUE STOOP,NANCY,HEART,RAINBOW PUKE,PINK PATTERN T-SHIRT,BLUE COAT,PURPLE SHADES,RAINBOW HAIR,0.825397,1695424361.7853723
70,2023-09-20T23:46:00.290107,2023-09-20T23:46:01.099423,GREEN MOON,NANCY,NONE,RAINBOW PUKE,GREEN PATTERN T-SHIRT,GREEN SWEATER,NONE,PINK LOOPHEAD,0.809316,1695424361.7853723
74,2023-09-20T23:46:01.177471,2023-09-20T23:46:01.956555,BLUE MOON,NANCY,MUSIC,PURPLE GRILL,GREEN T-SHIRT,GREEN JACKET,GREEN LASER EYES,RAINBOW LOOPHEAD,0.779084,1695424361.7853723
78,2023-09-20T23:46:01.967553,2023-09-20T23:46:02.766981,PURPLE CITY,NANCY,HEART,ANGRY,PURPLE PATTERN T-SHIRT,BLUE SWAG JACKET,NONE,BLUE HAIR,0.799428,1695424361.7853723
82,2023-09-20T23:46:02.778983,2023-09-20T23:46:03.597218,RAINBOW MOON,NANCY,NONE,GOLD GRILL,GOLD PATTERN T-SHIRT,BLUE SWAG JACKET,NONE,PINK HAIR,0.818235,1695424361.7853723
86,2023-09-20T23:46:03.612615,2023-09-20T23:46:04.506469,GREEN MOUNTAINS,NANCY,MUSIC,HAPPY,GOLD LRC T-SHIRT,PINK COAT,NONE,PINK LOOPHEAD,0.893854,1695424361.7853723
90,2023-09-20T23:46:04.566956,2023-09-20T23:46:05.353803,DARK PURPLE APARTMENT,DARK NANCY,MUSIC,NONE,DARK GREEN LRC T-SHIRT,DARK GREEN SWEATER,NONE,DARK PURPLE HAIR,0.786847,1695424361.7853723
94,2023-09-20T23:46:05.369810,2023-09-20T23:46:06.094075,PINK CITY,NANCY,EARTH,GREEN GRILL,PINK STRIPE T-SHIRT,GREEN COAT,NONE,BLUE LOOPHEAD,0.724265,1695424361.7853723
98,2023-09-20T23:46:06.109980,2023-09-20T23:46:06.940065,PURPLE APARTMENT,NANCY,NONE,PINK GRILL,BLUE STRIPE T-SHIRT,BLUE SWEATER,BLUE RAINBOW SHADES,GREEN LOOPHEAD,0.830085,1695424361.7853723
102,2023-09-20T23:46:06.961209,2023-09-20T23:46:07.775916,BLUE CITY,NANCY,HEART,RAINBOW PUKE,BLUE PATTERN T-SHIRT,PINK SWEATER,BLUE SHADES,BLACK HAIR,0.814707,1695424361.7853723
106,2023-09-20T23:46:07.802240,2023-09-20T23:46:08.565601,PINK STOOP,NANCY,MUSIC,ANGRY,BLUE STRIPE T-SHIRT,GREEN SWAG JACKET,NONE,GREEN LOOPHEAD,0.763361,1695424361.7853723
110,2023-09-20T23:46:08.578615,2023-09-20T23:46:09.398305,BLUE MOUNTAINS,NANCY,HEART,RAINBOW PUKE,BLUE STRIPE T-SHIRT,RAINBOW COAT,GREEN LASER EYES,PURPLE HAIR,0.81969,1695424361.7853723
115,2023-09-20T23:46:09.415309,2023-09-20T23:46:10.349758,DARK PURPLE STOOP,DARK NANCY,EARTH,NONE,DARK PURPLE LRC T-SHIRT,DARK PURPLE COAT,PURPLE LASER EYES,DARK PURPLE HAIR,0.934449,1695424361.7853723
119,2023-09-20T23:46:10.366064,2023-09-20T23:46:11.235545,DARK GREEN MOON,DARK NANCY,NONE,PURPLE GRILL,DARK GREEN LRC T-SHIRT,DARK GREEN SWAG JACKET,PURPLE LASER EYES,DARK PURPLE LOOPHEAD,0.869481,1695424361.7853723
123,2023-09-20T23:46:11.250553,2023-09-20T23:46:11.862154,BLACK,WHITE OUTLINE,NONE,HAPPY,NONE,NONE,NONE,WHITE HAIR,0.611601,1695424361.7853723
127,2023-09-20T23:46:11.869841,2023-09-20T23:46:12.831354,BLUE MOUNTAINS,NANCY,HEART,GREEN GRILL,GREEN T-SHIRT,BLUE SWEATER,NONE,PURPLE HAIR,0.961513,1695424361.7853723
130,2023-09-20T23:46:12.842353,2023-09-20T23:46:13.695049,GOLD MOON,GOLD NANCY,HEART,GOLD GRILL,GOLD PATTERN T-SHIRT,GOLD SWAG JACKET,NONE,ONLY RAINBOW HAIR,0.852696,1695424361.7853723
134,2023-09-20T23:46:13.708579,2023-09-20T23:46:14.546505,GREEN MOUNTAINS,NANCY,MUSIC,PURPLE GRILL,BLUE STRIPE T-SHIRT,PURPLE COAT,NONE,RAINBOW HAIR,0.837926,1695424361.7853723
139,2023-09-20T23:46:14.561304,2023-09-20T23:46:15.528416,RAINBOW MOUNTAINS,NANCY,HEART,HAPPY,BLUE PATTERN T-SHIRT,RAINBOW SWAG JACKET,PURPLE SHADES,BLUE HAIR,0.967112,1695424361.7853723
143,2023-09-20T23:46:15.540736,2023-09-20T23:46:16.424987,PINK APARTMENT,NANCY,MUSIC,PINK GRILL,PURPLE PATTERN T-SHIRT,RAINBOW SWEATER,NONE,BLACK HAIR,0.884251,1695424361.7853723
147,2023-09-20T23:46:16.437263,2023-09-20T23:46:17.363801,PINK APARTMENT,NANCY,EARTH,ANGRY,NONE,GREEN COAT,NONE,PURPLE HAIR,0.926538,1695424361.7853723
151,2023-09-20T23:46:17.380632,2023-09-20T23:46:18.264056,PURPLE MOUNTAINS,NANCY,EARTH,HAPPY,BLUE STRIPE T-SHIRT,PINK SWEATER,NONE,BLUE LOOPHEAD,0.883424,1695424361.7853723
155,2023-09-20T23:46:18.281520,2023-09-20T23:46:19.164063,GREEN STOOP,NANCY,HEART,DRUNK,BLUE STRIPE T-SHIRT,PURPLE JACKET,NONE,PINK HAIR,0.882543,1695424361.7853723
159,2023-09-20T23:46:19.185073,2023-09-20T23:46:20.096139,PURPLE STOOP,NANCY,HEART,PURPLE GRILL,PINK T-SHIRT,PINK SWAG JACKET,PURPLE SHADES,PINK HAIR,0.911066,1695424361.7853723
163,2023-09-20T23:46:20.110557,2023-09-20T23:46:21.044997,GREEN STOOP,NANCY,HEART,BLUE GRILL,PURPLE STRIPE T-SHIRT,RAINBOW JACKET,NONE,BLUE HAIR,0.93444,1695424361.7853723
167,2023-09-20T23:46:21.083743,2023-09-20T23:46:21.891612,BLUE STOOP,NANCY,HEART,HAPPY,GOLD LRC T-SHIRT,GREEN SWEATER,RAINBOW LASER EYES,GREEN LOOPHEAD,0.807869,1695424361.7853723
171,2023-09-20T23:46:21.907862,2023-09-20T23:46:22.752123,DARK PURPLE MOON,DARK NANCY,HEART,DARK PUKE,DARK PURPLE SWAG T-SHIRT,DARK GREEN JACKET,NONE,DARK PURPLE LOOPHEAD,0.844261,1695424361.7853723
175,2023-09-20T23:46:22.764876,2023-09-20T23:46:23.620134,PINK CITY,NANCY,EARTH,GREEN GRILL,GREEN T-SHIRT,PINK COAT,NONE,BLUE LOOPHEAD,0.855258,1695424361.7853723
179,2023-09-20T23:46:23.643312,2023-09-20T23:46:24.414918,PINK MOUNTAINS,NANCY,HEART,DRUNK,BLUE T-SHIRT,RAINBOW COAT,NONE,PURPLE LOOPHEAD,0.771606,1695424361.7853723
183,2023-09-20T23:46:24.440227,2023-09-20T23:46:25.222555,BLUE MOUNTAINS,NANCY,NONE,ANGRY,PINK T-SHIRT,BLUE JACKET,PURPLE LASER EYES,GREEN HAIR,0.782328,1695424361.7853723
187,2023-09-20T23:46:25.235561,2023-09-20T23:46:26.076774,PURPLE APARTMENT,NANCY,EARTH,RAINBOW PUKE,BLUE STRIPE T-SHIRT,GOLD COAT,NONE,BLACK HAIR,0.841213,1695424361.7853723
191,2023-09-20T23:46:26.089777,2023-09-20T23:46:26.948751,PINK APARTMENT,NANCY,EARTH,SAD,GREEN T-SHIRT,PINK JACKET,NONE,BLUE HAIR,0.858974,1695424361.7853723
195,2023-09-20T23:46:26.976123,2023-09-20T23:46:27.790912,PINK CITY,NANCY,HEART,DRUNK,BLUE STRIPE T-SHIRT,RAINBOW SWEATER,GREEN RAINBOW SHADES,GREEN HAIR,0.814789,1695424361.7853723
198,2023-09-20T23:46:27.847687,2023-09-20T23:46:28.725169,PINK MOON,NANCY,MUSIC,BLUE GRILL,PURPLE STRIPE T-SHIRT,RAINBOW SWEATER,NONE,PURPLE HAIR,0.877482,1695424361.7853723
202,2023-09-20T23:46:28.763693,2023-09-20T23:46:29.613033,RAINBOW STOOP,NANCY,NONE,GOLD GRILL,GREEN T-SHIRT,PURPLE COAT,NONE,BLACK HAIR,0.84934,1695424361.7853723
206,2023-09-20T23:46:29.643346,2023-09-20T23:46:30.512966,BLUE STOOP,NANCY,MUSIC,GREEN GRILL,BLUE STRIPE T-SHIRT,GOLD JACKET,NONE,GREEN HAIR,0.86962,1695424361.7853723
211,2023-09-20T23:46:30.542061,2023-09-20T23:46:31.413388,RAINBOW STOOP,NANCY,EARTH,BLUE GRILL,GREEN T-SHIRT,GREEN JACKET,NONE,PINK LOOPHEAD,0.871327,1695424361.7853723
215,2023-09-20T23:46:31.438678,2023-09-20T23:46:32.276334,RAINBOW MOUNTAINS,NANCY,EARTH,RAINBOW PUKE,PINK STRIPE T-SHIRT,PURPLE SWEATER,RAINBOW LASER EYES,PINK HAIR,0.837656,1695424361.7853723
219,2023-09-20T23:46:32.304289,2023-09-20T23:46:33.180381,PURPLE MOUNTAINS,NANCY,HEART,GOLD GRILL,BLUE PATTERN T-SHIRT,GOLD JACKET,NONE,BLUE HAIR,0.876092,1695424361.7853723
223,2023-09-20T23:46:33.209834,2023-09-20T23:46:34.038207,PURPLE STOOP,NANCY,HEART,SAD,PURPLE STRIPE T-SHIRT,BLUE SWEATER,PURPLE LASER EYES,RAINBOW HAIR,0.828373,1695424361.7853723
227,2023-09-20T23:46:34.051556,2023-09-20T23:46:34.885169,RAINBOW MOUNTAINS,NANCY,EARTH,RAINBOW PUKE,BLUE STRIPE T-SHIRT,GREEN SWAG JACKET,NONE,GREEN HAIR,0.833613,1695424361.7853723
231,2023-09-20T23:46:34.901172,2023-09-20T23:46:35.741517,GREEN APARTMENT,NANCY,NONE,RAINBOW PUKE,PURPLE PATTERN T-SHIRT,GOLD SWAG JACKET,NONE,BLACK HAIR,0.840345,1695424361.7853723
235,2023-09-20T23:46:35.780838,2023-09-20T23:46:36.556948,BLUE STOOP,NANCY,NONE,GREEN GRILL,BLUE STRIPE T-SHIRT,BLUE SWAG JACKET,GREEN LASER EYES,RAINBOW LOOPHEAD,0.77611,1695424361.7853723
239,2023-09-20T23:46:36.570219,2023-09-20T23:46:37.472669,PURPLE STOOP,NANCY,HEART,HAPPY,GOLD LRC T-SHIRT,RAINBOW JACKET,GREEN RAINBOW SHADES,BLUE HAIR,0.90245,1695424361.7853723
243,2023-09-20T23:46:37.542213,2023-09-20T23:46:38.377146,GOLD APARTMENT,GOLD NANCY,NONE,GOLD DRUNK,NONE,NONE,PURPLE LASER EYES,NONE,0.834933,1695424361.7853723
247,2023-09-20T23:46:38.432523,2023-09-20T23:46:39.249938,GREEN APARTMENT,NANCY,HEART,GOLD GRILL,GOLD PATTERN T-SHIRT,BLUE COAT,BLUE SHADES,BLUE HAIR,0.817415,1695424361.7853723
251,2023-09-20T23:46:39.309029,2023-09-20T23:46:40.128818,GOLD MOUNTAINS,GOLD NANCY,MUSIC,GOLD TONGUE OUT,GOLD LRC T-SHIRT,GOLD SWEATER,RAINBOW LASER EYES,ONLY RAINBOW HAIR,0.819789,1695424361.7853723
255,2023-09-20T23:46:40.155348,2023-09-20T23:46:41.001401,GREEN CITY,NANCY,MUSIC,RAINBOW PUKE,PURPLE PATTERN T-SHIRT,GREEN SWEATER,NONE,PURPLE HAIR,0.846053,1695424361.7853723
259,2023-09-20T23:46:41.061569,2023-09-20T23:46:41.873137,PINK APARTMENT,NANCY,HEART,ANGRY,BLUE T-SHIRT,PINK JACKET,NONE,GREEN LOOPHEAD,0.811568,1695424361.7853723
263,2023-09-20T23:46:41.885140,2023-09-20T23:46:42.663833,PINK MOON,NANCY,HEART,TONGUE OUT,GREEN STRIPE T-SHIRT,PINK SWEATER,NONE,BLUE HAIR,0.778693,1695424361.7853723
267,2023-09-20T23:46:42.740754,2023-09-20T23:46:43.486018,DARK GREEN MOUNTAINS,DARK NANCY,HEART,DARK PUKE,NONE,DARK PURPLE JACKET,NONE,DARK GREEN HAIR,0.745264,1695424361.7853723
271,2023-09-20T23:46:43.498280,2023-09-20T23:46:44.371529,RAINBOW MOON,NANCY,MUSIC,HAPPY,PINK STRIPE T-SHIRT,GREEN SWAG JACKET,PURPLE SHADES,PINK HAIR,0.873249,1695424361.7853723
275,2023-09-20T23:46:44.422580,2023-09-20T23:46:45.260534,RAINBOW STOOP,NANCY,EARTH,GOLD GRILL,GREEN T-SHIRT,RAINBOW COAT,NONE,PINK HAIR,0.837954,1695424361.7853723
279,2023-09-20T23:46:45.310861,2023-09-20T23:46:46.147760,GREEN STOOP,NANCY,EARTH,ANGRY,GOLD LRC T-SHIRT,RAINBOW JACKET,NONE,BLUE LOOPHEAD,0.836899,1695424361.7853723
284,2023-09-20T23:46:46.219991,2023-09-20T23:46:47.076247,GREEN APARTMENT,NANCY,HEART,GREEN GRILL,BLUE STRIPE T-SHIRT,BLUE JACKET,PURPLE LASER EYES,RAINBOW LOOPHEAD,0.856256,1695424361.7853723
287,2023-09-20T23:46:47.111574,2023-09-20T23:46:47.934356,PINK MOUNTAINS,NANCY,MUSIC,SAD,BLUE STRIPE T-SHIRT,GREEN SWEATER,PURPLE RAINBOW SHADES,BLUE HAIR,0.822782,1695424361.7853723
291,2023-09-20T23:46:47.990524,2023-09-20T23:46:48.847609,RAINBOW CITY,NANCY,MUSIC,BLUE GRILL,PURPLE PATTERN T-SHIRT,RAINBOW COAT,NONE,GREEN LOOPHEAD,0.857085,1695424361.7853723
295,2023-09-20T23:46:48.885854,2023-09-20T23:46:49.705773,PINK STOOP,NANCY,HEART,GREEN GRILL,GREEN T-SHIRT,PURPLE SWEATER,NONE,RAINBOW LOOPHEAD,0.819919,1695424361.7853723
299,2023-09-20T23:46:49.777609,2023-09-20T23:46:50.637775,DARK GREEN STOOP,DARK NANCY,HEART,DARK PUKE,DARK GREEN LRC T-SHIRT,NONE,GREEN LASER EYES,DARK GREEN LOOPHEAD,0.860166,1695424361.7853723
303,2023-09-20T23:46:50.666133,2023-09-20T23:46:51.493424,PINK APARTMENT,NANCY,NONE,SAD,GREEN PATTERN T-SHIRT,BLUE JACKET,NONE,RAINBOW HAIR,0.827291,1695424361.7853723
307,2023-09-20T23:46:51.524201,2023-09-20T23:46:52.379710,BLUE CITY,NANCY,NONE,HAPPY,PURPLE STRIPE T-SHIRT,PURPLE COAT,NONE,BLACK HAIR,0.855509,1695424361.7853723
311,2023-09-20T23:46:52.443448,2023-09-20T23:46:53.270107,PINK STOOP,NANCY,NONE,GOLD GRILL,BLUE T-SHIRT,RAINBOW JACKET,GREEN LASER EYES,GREEN LOOPHEAD,0.826659,1695424361.7853723
316,2023-09-20T23:46:53.325651,2023-09-20T23:46:54.107046,DARK GREEN APARTMENT,DARK NANCY,HEART,NONE,DARK GREEN SWAG T-SHIRT,NONE,NONE,DARK PURPLE HAIR,0.781395,1695424361.7853723
319,2023-09-20T23:46:54.174956,2023-09-20T23:46:54.986521,PINK APARTMENT,NANCY,MUSIC,PINK GRILL,PINK PATTERN T-SHIRT,BLUE COAT,NONE,BLUE LOOPHEAD,0.811565,1695424361.7853723
323,2023-09-20T23:46:55.042056,2023-09-20T23:46:55.856474,GREEN APARTMENT,NANCY,HEART,ANGRY,GREEN T-SHIRT,PURPLE SWEATER,NONE,PINK LOOPHEAD,0.814418,1695424361.7853723
327,2023-09-20T23:46:55.933912,2023-09-20T23:46:56.793507,BLUE MOON,NANCY,MUSIC,TONGUE OUT,PURPLE T-SHIRT,PINK COAT,PINK SHADES,RAINBOW LOOPHEAD,0.859595,1695424361.7853723
332,2023-09-20T23:46:56.804420,2023-09-20T23:46:57.674916,RAINBOW APARTMENT,NANCY,NONE,SAD,GREEN STRIPE T-SHIRT,GOLD SWEATER,NONE,PURPLE HAIR,0.870496,1695424361.7853723
336,2023-09-20T23:46:57.693308,2023-09-20T23:46:58.498918,GREEN CITY,NANCY,MUSIC,GREEN GRILL,PURPLE STRIPE T-SHIRT,PURPLE SWEATER,NONE,RAINBOW LOOPHEAD,0.80561,1695424361.7853723
339,2023-09-20T23:46:58.510925,2023-09-20T23:46:59.352323,BLUE CITY,NANCY,HEART,DRUNK,BLUE T-SHIRT,PINK JACKET,NONE,PINK HAIR,0.841398,1695424361.7853723
343,2023-09-20T23:46:59.365548,2023-09-20T23:47:00.245050,PINK CITY,NANCY,NONE,TONGUE OUT,GOLD PATTERN T-SHIRT,BLUE JACKET,NONE,GREEN LOOPHEAD,0.879502,1695424361.7853723
347,2023-09-20T23:47:00.275342,2023-09-20T23:47:01.037825,PINK MOON,NANCY,NONE,DRUNK,PINK STRIPE T-SHIRT,GREEN SWAG JACKET,NONE,RAINBOW HAIR,0.762483,1695424361.7853723
351,2023-09-20T23:47:01.051626,2023-09-20T23:47:01.911016,RAINBOW MOON,NANCY,HEART,GREEN GRILL,PURPLE T-SHIRT,RAINBOW SWEATER,GOLD SHADES,PURPLE LOOPHEAD,0.85939,1695424361.7853723
356,2023-09-20T23:47:01.954642,2023-09-20T23:47:02.784931,PINK CITY,NANCY,MUSIC,SAD,GOLD LRC T-SHIRT,GOLD SWEATER,GOLD SHADES,BLUE LOOPHEAD,0.830289,1695424361.7853723
360,2023-09-20T23:47:02.825766,2023-09-20T23:47:03.668329,RAINBOW APARTMENT,NANCY,EARTH,DRUNK,NONE,PURPLE SWAG JACKET,NONE,BLUE LOOPHEAD,0.842563,1695424361.7853723
364,2023-09-20T23:47:03.713984,2023-09-20T23:47:04.553687,GREEN MOUNTAINS,NANCY,MUSIC,HAPPY,GREEN STRIPE T-SHIRT,GREEN SWAG JACKET,PURPLE SHADES,BLUE HAIR,0.839703,1695424361.7853723
368,2023-09-20T23:47:04.579692,2023-09-20T23:47:05.405467,GREEN STOOP,NANCY,EARTH,TONGUE OUT,PINK STRIPE T-SHIRT,PINK SWEATER,NONE,BLUE LOOPHEAD,0.825775,1695424361.7853723
372,2023-09-20T23:47:05.417473,2023-09-20T23:47:06.241128,GREEN STOOP,NANCY,EARTH,RAINBOW PUKE,GREEN STRIPE T-SHIRT,GOLD SWEATER,PINK SHADES,BLUE HAIR,0.823655,1695424361.7853723
376,2023-09-20T23:47:06.261680,2023-09-20T23:47:07.058082,RAINBOW MOUNTAINS,NANCY,MUSIC,DRUNK,PINK PATTERN T-SHIRT,BLUE SWAG JACKET,NONE,GREEN LOOPHEAD,0.796402,1695424361.7853723
380,2023-09-20T23:47:07.083626,2023-09-20T23:47:07.893952,DARK GREEN CITY,DARK NANCY,HEART,NONE,DARK PURPLE LRC T-SHIRT,DARK PURPLE COAT,RAINBOW LASER EYES,DARK PURPLE HAIR,0.810326,1695424361.7853723
384,2023-09-20T23:47:07.943951,2023-09-20T23:47:08.769100,PINK MOON,NANCY,HEART,TONGUE OUT,GOLD LRC T-SHIRT,BLUE SWAG JACKET,NONE,PURPLE HAIR,0.825149,1695424361.7853723
388,2023-09-20T23:47:08.808535,2023-09-20T23:47:09.675330,DARK PURPLE MOON,DARK NANCY,EARTH,GREEN GRILL,DARK PURPLE LRC T-SHIRT,DARK GREEN COAT,NONE,DARK PURPLE HAIR,0.866795,1695424361.7853723
392,2023-09-20T23:47:09.688281,2023-09-20T23:47:10.520338,DARK GREEN MOUNTAINS,DARK NANCY,NONE,PURPLE GRILL,DARK PURPLE LRC T-SHIRT,DARK PURPLE JACKET,NONE,DARK PURPLE LOOPHEAD,0.832057,1695424361.7853723
396,2023-09-20T23:47:10.593649,2023-09-20T23:47:11.400688,RAINBOW MOON,NANCY,NONE,DRUNK,BLUE STRIPE T-SHIRT,GREEN SWEATER,PINK RAINBOW SHADES,BLUE HAIR,0.807039,1695424361.7853723
400,2023-09-20T23:47:11.413149,2023-09-20T23:47:12.165133,DARK PURPLE APARTMENT,DARK NANCY,NONE,DARK PUKE,DARK PURPLE LRC T-SHIRT,DARK PURPLE SWAG JACKET,NONE,DARK PURPLE LOOPHEAD,0.751984,1695424361.7853723
404,2023-09-20T23:47:12.180362,2023-09-20T23:47:13.093047,PURPLE MOUNTAINS,NANCY,EARTH,BLUE GRILL,PINK PATTERN T-SHIRT,BLUE JACKET,BLUE SHADES,BLUE HAIR,0.912685,1695424361.7853723
408,2023-09-20T23:47:13.106053,2023-09-20T23:47:14.002237,RAINBOW STOOP,NANCY,HEART,TONGUE OUT,NONE,PINK SWAG JACKET,BLUE SHADES,BLACK HAIR,0.896184,1695424361.7853723
412,2023-09-20T23:47:14.015438,2023-09-20T23:47:14.802683,RAINBOW MOON,NANCY,MUSIC,SAD,BLUE PATTERN T-SHIRT,PINK JACKET,GREEN RAINBOW SHADES,PINK LOOPHEAD,0.787245,1695424361.7853723
416,2023-09-20T23:47:14.818945,2023-09-20T23:47:15.660422,DARK PURPLE STOOP,DARK NANCY,NONE,GREEN GRILL,DARK PURPLE SWAG T-SHIRT,DARK PURPLE JACKET,NONE,DARK GREEN HAIR,0.841477,1695424361.7853723
420,2023-09-20T23:47:15.673048,2023-09-20T23:47:16.547829,GREEN APARTMENT,NANCY,EARTH,GOLD GRILL,BLUE STRIPE T-SHIRT,NONE,NONE,PINK LOOPHEAD,0.874781,1695424361.7853723
424,2023-09-20T23:47:16.559832,2023-09-20T23:47:17.422800,RAINBOW APARTMENT,NANCY,EARTH,ANGRY,GOLD PATTERN T-SHIRT,RAINBOW SWEATER,NONE,BLACK HAIR,0.862968,1695424361.7853723
428,2023-09-20T23:47:17.435335,2023-09-20T23:47:18.323013,GREEN STOOP,NANCY,HEART,ANGRY,PINK PATTERN T-SHIRT,BLUE SWAG JACKET,PINK SHADES,BLACK HAIR,0.887678,1695424361.7853723
432,2023-09-20T23:47:18.337016,2023-09-20T23:47:19.266372,PURPLE CITY,NANCY,EARTH,SAD,NONE,GREEN COAT,NONE,BLUE LOOPHEAD,0.929356,1695424361.7853723
436,2023-09-20T23:47:19.282812,2023-09-20T23:47:20.138333,BLUE MOUNTAINS,NANCY,MUSIC,HAPPY,BLUE T-SHIRT,GREEN COAT,BLUE RAINBOW SHADES,PINK HAIR,0.855521,1695424361.7853723
440,2023-09-20T23:47:20.176164,2023-09-20T23:47:21.154897,BLUE STOOP,NANCY,HEART,PURPLE GRILL,PURPLE PATTERN T-SHIRT,GOLD SWEATER,NONE,GREEN LOOPHEAD,0.978733,1695424361.7853723
